19;52;20240603070709;430106000000012457;青山路与尖山路交叉口;2;1
19;52;20240603071615;430106000000020081;望青路与青山路交叉口;2;4
19;52;20240603071947;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
20;2;20240603070322;430106000000010506;青山路与尖山路交叉口;1;1
20;2;20240603070500;430106000000019051;望青路与青山路交叉口;0;2
20;2;20240603070703;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
21;52;20240603070023;430106000000010504;青山路与尖山路交叉口;2;4
21;52;20240603070348;430106000000012398;旺龙路与岳麓大道桥下路口;4;1
21;52;20240603070652;430106000000020069;青山路与旺龙路西交叉口;1;3
22;52;20240603070111;430106000000010508;青山路与尖山路交叉口;3;2
22;52;20240603070255;430106000000019051;望青路与青山路交叉口;4;2
22;52;20240603071246;430106000000019056;岳麓大道与麓谷大道交叉口;1;1
23;2;20240603070053;430106000000020081;望青路与青山路交叉口;1;4
23;2;20240603070218;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
23;2;20240603071318;430106000000020060;尖山路与旺龙路交叉口;2;1
24;2;20240603070011;430106000000012457;青山路与尖山路交叉口;1;1
24;2;20240603070121;430106000000020067;青山路与旺龙路西交叉口;3;1
24;2;20240603071522;430106000000019051;望青路与青山路交叉口;4;2
25;2;20240603070131;430106000000020081;望青路与青山路交叉口;2;4
25;2;20240603070234;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
25;2;20240603071314;430106000000010507;青山路与尖山路交叉口;2;3
26;52;20240603070042;430106000000012458;青山路与尖山路交叉口;1;3
26;52;20240603070639;430106000000019051;望青路与青山路交叉口;0;2
26;52;20240603070736;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
27;2;20240603070042;430106000000010506;青山路与尖山路交叉口;1;1
27;2;20240603070219;430106000000019051;望青路与青山路交叉口;0;2
27;2;20240603070438;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
28;2;20240603070450;430106000000010504;青山路与尖山路交叉口;1;4
28;2;20240603070727;430106000000019051;望青路与青山路交叉口;0;2
28;2;20240603070934;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
29;2;20240603070116;430106000000010508;青山路与尖山路交叉口;2;2
29;2;20240603070232;430106000000019051;望青路与青山路交叉口;0;2
29;2;20240603070441;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
30;2;20240603070141;430106000000019057;岳麓大道与麓谷大道交叉口;2;1
30;2;20240603070339;430106000000012457;青山路与尖山路交叉口;1;1
30;2;20240603070439;430106000000020068;青山路与旺龙路西交叉口;2;1
31;2;20240603070429;430106000000020081;望青路与青山路交叉口;1;4
31;2;20240603070623;430106000000012457;青山路与尖山路交叉口;1;1
31;2;20240603070747;430106000000020068;青山路与旺龙路西交叉口;2;1
32;2;20240603070207;430106000000010504;青山路与尖山路交叉口;2;4
32;2;20240603070411;430106000000010550;旺龙路与岳麓大道桥下路口;1;1
32;2;20240603071408;430106000000020069;青山路与旺龙路西交叉口;2;3
33;52;20240603070312;430106000000020168;岳麓大道与麓谷大道交叉口;3;3
33;52;20240603071041;430106000000020060;尖山路与旺龙路交叉口;2;1
33;52;20240603071921;430106000000020066;青山路与旺龙路西交叉口;2;4
34;2;20240603070503;430106000000010504;青山路与尖山路交叉口;2;4
34;2;20240603070713;430106000000010550;旺龙路与岳麓大道桥下路口;1;1
34;2;20240603070954;430106000000010552;岳麓大道与麓谷大道交叉口;1;2
35;2;20240603070329;430106000000020168;岳麓大道与麓谷大道交叉口;1;3
35;2;20240603071050;430106000000010507;青山路与尖山路交叉口;1;3
35;2;20240603071154;430106000000020068;青山路与旺龙路西交叉口;1;1
36;2;20240603070456;430106000000019051;望青路与青山路交叉口;0;2
36;2;20240603070545;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
36;2;20240603072021;430106000000020060;尖山路与旺龙路交叉口;2;1
37;52;20240603070645;430106000000010508;青山路与尖山路交叉口;3;2
37;52;20240603070758;430106000000019051;望青路与青山路交叉口;0;2
37;52;20240603070838;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
38;52;20240603070526;430106000000010507;青山路与尖山路交叉口;3;3
38;52;20240603070954;430106000000020062;尖山路与旺龙路交叉口;2;3
38;52;20240603071148;430106000000020081;望青路与青山路交叉口;2;4
38;52;20240603071447;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
39;2;20240603070756;430106000000010504;青山路与尖山路交叉口;1;4
39;2;20240603070959;430106000000019051;望青路与青山路交叉口;0;2
39;2;20240603071224;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
40;2;20240603070608;430106000000020062;尖山路与旺龙路交叉口;2;3
40;2;20240603070741;430106000000020081;望青路与青山路交叉口;2;4
40;2;20240603071001;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
41;52;20240603070916;430106000000010508;青山路与尖山路交叉口;3;2
41;52;20240603071015;430106000000019051;望青路与青山路交叉口;0;2
41;52;20240603071217;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
42;2;20240603071126;430106000000010506;青山路与尖山路交叉口;1;1
42;2;20240603071412;430106000000010550;旺龙路与岳麓大道桥下路口;2;1
42;2;20240603071911;430106000000019058;岳麓大道与麓谷大道交叉口;2;2
43;52;20240603070817;430106000000020168;岳麓大道与麓谷大道交叉口;1;3
43;52;20240603071551;430106000000010507;青山路与尖山路交叉口;1;3
43;52;20240603071647;430106000000020067;青山路与旺龙路西交叉口;3;1
44;52;20240603070818;430106000000010507;青山路与尖山路交叉口;1;3
44;52;20240603070921;430106000000020068;青山路与旺龙路西交叉口;1;1
44;52;20240603072015;430106000000012397;旺龙路与岳麓大道桥下路口;3;4
45;51;20240603071034;430106000000010508;青山路与尖山路交叉口;3;2
45;51;20240603071531;430106000000019051;望青路与青山路交叉口;0;2
45;51;20240603071732;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
46;2;20240603071214;430106000000010508;青山路与尖山路交叉口;1;2
46;2;20240603071445;430106000000020062;尖山路与旺龙路交叉口;2;3
46;2;20240603071701;430106000000020081;望青路与青山路交叉口;2;4
46;2;20240603072018;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
47;2;20240603071119;430106000000020081;望青路与青山路交叉口;1;4
47;2;20240603071245;430106000000020086;岳麓大道与麓谷大道交叉口;3;4
47;2;20240603071644;430106000000010550;旺龙路与岳麓大道桥下路口;2;1
48;2;20240603071016;430106000000010504;青山路与尖山路交叉口;1;4
48;2;20240603071239;430106000000019051;望青路与青山路交叉口;0;2
48;2;20240603071454;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
49;2;20240603071018;430106000000010504;青山路与尖山路交叉口;1;4
49;2;20240603071231;430106000000019051;望青路与青山路交叉口;0;2
49;2;20240603071444;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
50;52;20240603071053;430106000000020168;岳麓大道与麓谷大道交叉口;1;3
50;52;20240603071800;430106000000012458;青山路与尖山路交叉口;1;3
50;52;20240603072019;430106000000019051;望青路与青山路交叉口;4;2
51;2;20240603071058;430106000000020168;岳麓大道与麓谷大道交叉口;1;3
51;2;20240603071901;430106000000012458;青山路与尖山路交叉口;1;3
51;2;20240603072020;430106000000019051;望青路与青山路交叉口;0;2
52;2;20240603071133;430106000000020063;尖山路与旺龙路交叉口;3;2
52;2;20240603071651;430106000000020081;望青路与青山路交叉口;2;4
52;2;20240603072005;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
53;2;20240603071155;430106000000020063;尖山路与旺龙路交叉口;3;2
53;2;20240603071646;430106000000020081;望青路与青山路交叉口;2;4
53;2;20240603071944;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
54;2;20240603071349;430106000000010504;青山路与尖山路交叉口;1;4
54;2;20240603071732;430106000000019051;望青路与青山路交叉口;0;2
54;2;20240603071954;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
55;2;20240603071247;430106000000012399;旺龙路与岳麓大道桥下路口;2;3
55;2;20240603071428;430106000000020069;青山路与旺龙路西交叉口;2;3
55;2;20240603072018;430106000000020063;尖山路与旺龙路交叉口;3;2
56;52;20240603071616;430106000000012458;青山路与尖山路交叉口;1;3
56;52;20240603071742;430106000000019051;望青路与青山路交叉口;0;2
56;52;20240603072002;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
